AA_CATEGORY,AA_URI,AA_URL,class,A_RowId,LEMMATIZEDSENTENCE,RAWSENTENCE
College of Architecture | University of Nebraskaâ€“Lincoln,|community-regional-planning-faculty,http:||architecture.unl.edu|community-regional-planning-faculty,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|community-regional-planning-faculty)NoneSome(http:||architecture.unl.edu|community-regional-planning-faculty)None,University NebraskaUNL web framework quality assurance provide web Developer Network QA Test University NebraskaLincoln part site work best JavaScript enable.,University of NebraskaUniversity of NebraskaUNL web framework and quality assurance provided by the Web Developer Network QA Test 2018 University of NebraskaLincoln Some parts of this site work best with JavaScript enabled.
College of Architecture | University of Nebraskaâ€“Lincoln,|culture,http:||architecture.unl.edu|culture,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|culture)NoneSome(http:||architecture.unl.edu|culture)None,Opentags http architecture.,COLLEGE_ANALYSIS_CONFIGURATION_COLLEGE_DIPLOMA_LEVEL|[OPENTAGS]||[SPIDERTAG_FULLURL_OPEN]|http: architecture.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs,http:||architecture.unl.edu|degree-programs,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs)NoneSome(http:||architecture.unl.edu|degree-programs)None,Interior Design Program College Architecture be fully accredit Council Interior Design Education be recognize top program North America not only student work also collaborative relationship ally discipline architecture landscape architecture.,The Interior Design Program in the College of Architecture is fully accredited by the Council for Interior Design Education and is recognized as among the top programs in North America not only because of the student work- but also for the collaborative relationships with the allied disciplines of architecture and landscape architecture.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|2017-18-hyde-lecture-series,http:||architecture.unl.edu|degree-programs|2017-18-hyde-lecture-series,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|2017-18-hyde-lecture-series)NoneSome(http:||architecture.unl.edu|degree-programs|2017-18-hyde-lecture-series)None,University NebraskaUNL web framework quality assurance provide web Developer Network QA Test University NebraskaLincoln part site work best JavaScript enable.,University of NebraskaUniversity of NebraskaUNL web framework and quality assurance provided by the Web Developer Network QA Test 2018 University of NebraskaLincoln Some parts of this site work best with JavaScript enabled.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|architecture,http:||architecture.unl.edu|degree-programs|architecture,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|architecture)NoneSome(http:||architecture.unl.edu|degree-programs|architecture)None,Professional master architecture degree be fully accredit National Architectural Accreditation Board NAAB.,The professional master of architecture degree is fully accredited by the National Architectural Accreditation Board (NAAB).
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|career-fair,http:||architecture.unl.edu|degree-programs|career-fair,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|career-fair)NoneSome(http:||architecture.unl.edu|degree-programs|career-fair)None,Dont miss event.,Its a dont miss event.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|community-and-regional-planning,http:||architecture.unl.edu|degree-programs|community-and-regional-planning,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|community-and-regional-planning)NoneSome(http:||architecture.unl.edu|degree-programs|community-and-regional-planning)None,Student mcrp program reflect diversity field planning enter program various point academic personal life diverse academic background professional experience.,Students in the MCRP program reflect the diversity of the field of planning- entering the program at various points in their academic and personal lives with diverse academic backgrounds and professional experiences.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|done,http:||architecture.unl.edu|degree-programs|done,ARCHITECTURE,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|done)NoneSome(http:||architecture.unl.edu|degree-programs|done)None,Dthink dmake be sequential hands-on course student learn work team address problem promote innovation.,DThink and dMake are sequential hands-on courses where students learn to work in teams to address problems and promote innovation.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|interior-design,http:||architecture.unl.edu|degree-programs|interior-design,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|interior-design)NoneSome(http:||architecture.unl.edu|degree-programs|interior-design)None,Boutique hotel project be build structure PCH highway California coast.,The boutique hotel project was a built structure along the PCH highway along the California coast.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|landscape-architecture,http:||architecture.unl.edu|degree-programs|landscape-architecture,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|landscape-architecture)NoneSome(http:||architecture.unl.edu|degree-programs|landscape-architecture)None,Landscape architect design many scale range tiny roof deck terrace thousand acre National Forest land.,Landscape architects design at many scales- ranging from a tiny roof deck terrace to thousands of acres of National Forest lands.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|minors-joint-and-dual-degrees,http:||architecture.unl.edu|degree-programs|minors-joint-and-dual-degrees,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|minors-joint-and-dual-degrees)NoneSome(http:||architecture.unl.edu|degree-programs|minors-joint-and-dual-degrees)None,Offer variety minor dual degree program.,We offer a variety of minors and dual degree programs.
Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln,|degree-programs|room-reservations,http:||architecture.unl.edu|degree-programs|room-reservations,,Some(Degree Programs | College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|degree-programs|room-reservations)NoneSome(http:||architecture.unl.edu|degree-programs|room-reservations)None,Url http architecture.,Url=http: architecture.
College of Architecture | University of Nebraskaâ€“Lincoln,|Garcia-Frankowski,http:||architecture.unl.edu|Garcia-Frankowski,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|Garcia-Frankowski)NoneSome(http:||architecture.unl.edu|Garcia-Frankowski)None,Exhibition diffusion position discourse realm contemporary art explore broader intellectual cultural question reach architecture.,Exhibition and diffusion of positions and discourses in the realm of contemporary art with which they explore broader intellectual and cultural questions beyond the reach of architecture.
College of Architecture | University of Nebraskaâ€“Lincoln,|high-school-camps,http:||architecture.unl.edu|high-school-camps,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|high-school-camps)NoneSome(http:||architecture.unl.edu|high-school-camps)None,Lincoln Nebraska June June.,Lincoln- Nebraska- June 17 June 22- 2018.
College of Architecture | University of Nebraskaâ€“Lincoln,|interior-design-faculty,http:||architecture.unl.edu|interior-design-faculty,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|interior-design-faculty)NoneSome(http:||architecture.unl.edu|interior-design-faculty)None,College Architecture University NebraskaLincoln.,Edu SPIDERTAGHOSTCLOSE]| |[SPIDERTAG_URI_OPEN]| interior-design-faculty|[SPIDERTAG_URI_CLOSE]| |[SPIDERTAG_CATEGORY]| College of Architecture- University of NebraskaLincoln|[SPIDERTAG_CATEGORY_CLOSE]| |[SPIDERTAG_TBID_OPEN]|1010706259|[SPIDERTAG_TBID_CLOSE]||[SPIDERTAG_WEBSITE_OPEN]|COLLEGE_PROGRAMS|[SPIDERTAG_WEBSITE_CLOSE]||[SPIDERTAG_URLREPOSITORY_OPEN]|college_degree_us3.
College of Architecture | University of Nebraskaâ€“Lincoln,|landscape-architecture-faculty,http:||architecture.unl.edu|landscape-architecture-faculty,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|landscape-architecture-faculty)NoneSome(http:||architecture.unl.edu|landscape-architecture-faculty)None,Url http architecture.,Url=http: architecture.
College of Architecture | University of Nebraskaâ€“Lincoln,|news,http:||architecture.unl.edu|news,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|news)NoneSome(http:||architecture.unl.edu|news)None,January Tue The University College Architecture be please announce student college be name scholar.,January Tue-The University of Nebraska-Lincolns College of Architecture is pleased to announce 15 students from the college were named scholars of the highly-competitive 2017 2018.
College of Architecture | University of Nebraskaâ€“Lincoln,|news,http:||architecture.unl.edu|news?page=1,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|news)NoneSome(http:||architecture.unl.edu|news?page=1)None,News College Architecture University NebraskaLincoln.,Edu SPIDERTAGHOSTCLOSE]| |[SPIDERTAG_URI_OPEN]| news|[SPIDERTAG_URI_CLOSE]| |[SPIDERTAG_CATEGORY]| College of Architecture- University of NebraskaLincoln|[SPIDERTAG_CATEGORY_CLOSE]| |[SPIDERTAG_TBID_OPEN]|381427337|[SPIDERTAG_TBID_CLOSE]||[SPIDERTAG_WEBSITE_OPEN]|COLLEGE_PROGRAMS|[SPIDERTAG_WEBSITE_CLOSE]||[SPIDERTAG_URLREPOSITORY_OPEN]|college_degree_us3.
College of Architecture | University of Nebraskaâ€“Lincoln,|news,http:||architecture.unl.edu|news?page=2,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|news)NoneSome(http:||architecture.unl.edu|news?page=2)None,Opentags http architecture.,COLLEGE_ANALYSIS_CONFIGURATION_COLLEGE_DIPLOMA_LEVEL|[OPENTAGS]||[SPIDERTAG_FULLURL_OPEN]|http: architecture.
College of Architecture | University of Nebraskaâ€“Lincoln,|news,http:||architecture.unl.edu|news?page=5,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|news)NoneSome(http:||architecture.unl.edu|news?page=5)None,November Tue The College Architecture be please announce Geneva Wirth design principal SCAPE Landscape Architecture be next Hyde speaker give lecture.,November Tue-The College of Architecture is pleased to announce Geneva Wirth- design principal of SCAPE Landscape Architecture- will be the next Hyde speaker giving a lecture.
College of Architecture | University of Nebraskaâ€“Lincoln,|news,http:||architecture.unl.edu|news?page=6,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|news)NoneSome(http:||architecture.unl.edu|news?page=6)None,Xml News College Architecture University NebraskaLincoln.,Xml|[SPIDERTAG_URLREPOSITORY_CLOSE]|News- College of Architecture- University of NebraskaLincoln.
College of Architecture | University of Nebraskaâ€“Lincoln,|news,http:||architecture.unl.edu|news?page=7,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|news)NoneSome(http:||architecture.unl.edu|news?page=7)None,August wed UNL College Architecture extend warm wish Jay Penner prepare retirement summer.,August Wed-The UNL College of Architecture extends warm wishes to Jay Penner as he prepares for retirement this summer.
College of Architecture | University of Nebraskaâ€“Lincoln,|news,http:||architecture.unl.edu|news?page=8,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|news)NoneSome(http:||architecture.unl.edu|news?page=8)None,Last Dean Office.,Last Dean's Office.
College of Architecture | University of Nebraskaâ€“Lincoln,|people,http:||architecture.unl.edu|people,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|people)NoneSome(http:||architecture.unl.edu|people)None,Endowment renowned scholar practitioner be invite spend semester more residence College direct design studio conduct graduate level seminar present public lecture.,Through this endowment- renowned scholars and practitioners are invited to spend a semester or more in residence at the College directing a design studio- conducting a graduate level seminar- and presenting a public lecture.
College of Architecture | University of Nebraskaâ€“Lincoln,|prospective-student,http:||architecture.unl.edu|prospective-student,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|prospective-student)NoneSome(http:||architecture.unl.edu|prospective-student)None,College Architecture house professional masters program year Arch year Arch.,The College of Architecture houses two professional Masters programs: 2 Year M. Arch and the 3 Year M. Arch.
College of Architecture | University of Nebraskaâ€“Lincoln,|resources,http:||architecture.unl.edu|resources,,Some(College of Architecture | University of Nebraskaâ€“Lincoln)NoneSome(|resources)NoneSome(http:||architecture.unl.edu|resources)None,Majority scholarship be award College Program committee annually end academic year following year.,The majority of these scholarships are awarded by the College and Program committees annually at the end of the academic year for the following year.
Glenn Korff School of Music | Hixson-Lied College of Fine and Performing Arts | University of Nebraskaâ€“Lincoln,|music,http:||arts.unl.edu|music,,Some(Glenn Korff School of Music | Hixson-Lied College of Fine and Performing Arts | University of Nebraskaâ€“Lincoln)NoneSome(|music)NoneSome(http:||arts.unl.edu|music)None,Ross lie Center present composer Danny Elfman.,The Ross- Lied Center present Q and A with composer Danny Elfman.
